id,date_created,user_created_id,changes,fire_perimeter_id
27,2025-02-23 22:32:58.911206+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",157
28,2025-02-23 23:36:08.325622+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",158
29,2025-02-24 22:23:27.768088+00:00,16,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",158
30,2025-02-25 04:24:35.107400+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",157
31,2025-02-25 14:55:19.879173+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",159
32,2025-02-25 21:40:42.706908+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",161
33,2025-02-26 22:05:27.424465+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",164
34,2025-02-26 22:05:28.818739+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",165
35,2025-02-26 23:28:10.671637+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",166
36,2025-02-27 01:37:43.741718+00:00,16,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",164
37,2025-02-27 02:24:35.317301+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",165
38,2025-02-27 05:39:35.411087+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",166
39,2025-02-27 06:24:35.353612+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",161
40,2025-02-27 19:56:56.192660+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",172
41,2025-02-28 00:15:30.391062+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",173
42,2025-02-28 03:39:35.413181+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",172
43,2025-02-28 04:39:35.553070+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",159
44,2025-02-28 17:51:03.023213+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",176
46,2025-02-28 22:03:46.427623+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",177
47,2025-02-28 22:04:01.207971+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",178
48,2025-03-01 00:06:36.756203+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",179
49,2025-03-01 05:24:35.605622+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",178
50,2025-03-01 17:45:57.959150+00:00,9,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",177
51,2025-03-02 05:54:35.694180+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",173
52,2025-03-02 11:28:05.169041+00:00,16,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",179
53,2025-03-02 17:44:06.684746+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",190
54,2025-03-02 22:17:38.444074+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",194
55,2025-03-03 01:13:14.813497+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",196
56,2025-03-03 02:02:16.279255+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",198
57,2025-03-03 04:09:35.824494+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",198
58,2025-03-03 19:19:44.709573+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",200
59,2025-03-03 20:43:38.692100+00:00,9,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",176
60,2025-03-03 20:51:27.373805+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",202
61,2025-03-03 20:51:42.692162+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",203
62,2025-03-04 03:24:35.929755+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",196
63,2025-03-04 10:39:35.948956+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",202
64,2025-03-04 13:24:00.247949+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",204
65,2025-03-04 15:17:16.533767+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",205
66,2025-03-04 15:27:00.749546+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",206
67,2025-03-04 19:49:52.352398+00:00,3729,"{""geo_event_id"": [null, 43019], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",207
68,2025-03-04 21:41:36.606473+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",208
69,2025-03-05 00:02:08.396910+00:00,9,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",206
70,2025-03-05 01:58:32.211032+00:00,9,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",200
71,2025-03-05 03:09:36.183768+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",190
72,2025-03-05 03:19:32.610989+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",209
73,2025-03-05 03:54:36.007062+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",208
74,2025-03-05 04:05:10.075095+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",210
75,2025-03-05 17:04:48.960501+00:00,14094,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",212
76,2025-03-05 20:17:49.494372+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",213
77,2025-03-05 20:49:28.617581+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",214
78,2025-03-05 21:21:07.869751+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",215
79,2025-03-05 21:21:34.151298+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",216
80,2025-03-05 22:10:09.565161+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",220
81,2025-03-05 22:10:36.685148+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",219
82,2025-03-05 22:11:15.588936+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",218
83,2025-03-05 22:11:28.357149+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",217
84,2025-03-05 22:13:25.845930+00:00,3729,"{""geo_event_id"": [null, 43124]}",219
85,2025-03-05 23:09:36.113732+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",212
86,2025-03-06 00:09:45.971044+00:00,16,"{""is_visible"": [true, false]}",209
87,2025-03-06 00:09:45.984100+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",221
88,2025-03-06 00:42:56.191746+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",226
89,2025-03-06 00:44:03.572042+00:00,16,"{""is_visible"": [true, false]}",219
90,2025-03-06 00:44:03.593485+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",225
91,2025-03-06 00:44:25.456047+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",224
92,2025-03-06 04:09:36.178355+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",194
93,2025-03-06 06:39:36.265652+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",218
94,2025-03-06 07:39:36.116858+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",214
95,2025-03-06 10:54:36.093258+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",217
96,2025-03-06 21:39:36.164602+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",215
97,2025-03-07 01:09:36.196565+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",224
98,2025-03-07 01:54:36.176636+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",210
99,2025-03-07 09:39:36.183652+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",221
100,2025-03-07 09:39:36.383187+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",225
101,2025-03-07 16:01:13.115959+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",232
102,2025-03-07 16:39:36.193586+00:00,1,"{""is_visible"": [true, false], ""is_historical"": [false, true]}",204
103,2025-03-07 21:11:29.912122+00:00,3729,"{""is_visible"": [true, false]}",216
104,2025-03-07 21:11:30.083773+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",233
105,2025-03-07 21:26:25.999878+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",235
106,2025-03-07 22:22:46.443273+00:00,27129,"{""is_visible"": [true, false]}",213
107,2025-03-07 22:22:46.643996+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",237
108,2025-03-08 03:24:36.136555+00:00,1,"{""is_historical"": [false, true]}",220
109,2025-03-09 04:42:44.187244+00:00,26943,"{""is_historical"": [false, true]}",232
110,2025-03-09 05:09:36.370215+00:00,1,"{""is_historical"": [false, true]}",237
111,2025-03-09 05:09:36.606002+00:00,1,"{""is_historical"": [false, true]}",233
112,2025-03-09 17:11:09.673663+00:00,9,"{""is_historical"": [false, true]}",235
113,2025-03-09 19:18:52.942826+00:00,9,"{""is_historical"": [false, true]}",205
114,2025-03-09 19:18:59.522393+00:00,9,"{""is_historical"": [false, true]}",203
115,2025-03-09 21:23:23.155219+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",244
116,2025-03-09 23:41:04.926829+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",245
117,2025-03-10 05:09:36.561956+00:00,1,"{""is_historical"": [false, true]}",244
118,2025-03-10 17:27:48.509858+00:00,1872,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",246
119,2025-03-10 17:31:00.860703+00:00,3729,"{""is_visible"": [true, false], ""approval_status"": [""approved"", ""pending""]}",246
120,2025-03-10 19:38:37.162476+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",247
121,2025-03-10 20:07:32.516955+00:00,2255,"{""approval_status"": [""pending"", ""rejected""]}",249
122,2025-03-10 21:04:48.091228+00:00,3729,"{""approval_status"": [""pending"", ""rejected""]}",252
123,2025-03-10 21:05:21.416898+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",251
124,2025-03-10 21:13:42.002939+00:00,1872,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",250
125,2025-03-10 21:50:58.135514+00:00,16,"{""approval_status"": [""pending"", ""rejected""]}",253
126,2025-03-10 22:45:55.637971+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",256
127,2025-03-10 23:08:19.938852+00:00,26461,"{""is_historical"": [false, true]}",247
128,2025-03-11 00:00:52.797983+00:00,16,"{""is_historical"": [false, true]}",250
129,2025-03-11 00:36:42.734427+00:00,3729,"{""geo_event_id"": [null, 43430]}",256
130,2025-03-11 14:07:13.634285+00:00,3729,"{""geo_event_id"": [43430, 42938]}",258
131,2025-03-11 14:07:24.746050+00:00,3729,"{""is_visible"": [false, true], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",258
132,2025-03-11 14:09:04.894063+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",257
133,2025-03-11 15:08:19.388150+00:00,3729,"{""approval_status"": [""pending"", ""rejected""]}",259
134,2025-03-11 17:14:56.805807+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",260
135,2025-03-11 20:06:22.590849+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",261
136,2025-03-11 21:57:56.118965+00:00,16,"{""is_historical"": [false, true]}",256
137,2025-03-12 01:55:48.389098+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",262
138,2025-03-12 02:09:36.923724+00:00,1,"{""is_historical"": [false, true]}",226
139,2025-03-12 14:32:47.758366+00:00,3729,"{""is_visible"": [false, true], ""geo_event_id"": [null, 40398], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",26
140,2025-03-12 17:11:09.600668+00:00,3729,"{""is_visible"": [false, true], ""geo_event_id"": [null, 42733], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",264
141,2025-03-12 18:13:47.321725+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",265
142,2025-03-12 21:48:26.642498+00:00,16,"{""is_historical"": [false, true]}",251
143,2025-03-13 00:24:37.020467+00:00,1,"{""is_historical"": [false, true]}",261
144,2025-03-13 01:07:50.218981+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",266
145,2025-03-13 01:09:04.674661+00:00,3729,"{""geo_event_id"": [43666, 43594]}",266
146,2025-03-13 01:19:20.804996+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",267
147,2025-03-13 03:54:37.011675+00:00,1,"{""is_historical"": [false, true]}",265
148,2025-03-13 13:48:44.876215+00:00,3729,"{""is_visible"": [false, true], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",268
149,2025-03-13 15:25:26.486393+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",270
150,2025-03-13 15:28:07.996459+00:00,3729,"{""is_visible"": [false, true], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",269
151,2025-03-13 15:59:45.092880+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",272
152,2025-03-13 16:05:26.622061+00:00,27129,"{""is_visible"": [true, false]}",270
153,2025-03-13 16:05:26.676239+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",271
154,2025-03-13 16:40:30.048256+00:00,27129,"{""is_visible"": [true, false]}",271
155,2025-03-13 16:40:30.148239+00:00,27129,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",274
156,2025-03-13 17:07:01.300385+00:00,3729,"{""is_visible"": [false, true], ""geo_event_id"": [null, 43558], ""approval_status"": [""pending"", ""approved""]}",275
157,2025-03-13 17:39:15.716089+00:00,9,"{""is_historical"": [false, true]}",245
158,2025-03-13 18:44:21.529253+00:00,3729,"{""is_visible"": [true, false]}",274
159,2025-03-13 18:44:21.676780+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",276
160,2025-03-13 18:47:12.626842+00:00,27747,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",277
161,2025-03-13 22:05:13.210328+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",282
162,2025-03-13 22:09:26.880264+00:00,27747,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",281
163,2025-03-13 22:47:13.842369+00:00,16,"{""is_historical"": [false, true]}",260
164,2025-03-13 22:56:45.799166+00:00,16,"{""is_historical"": [false, true]}",281
165,2025-03-13 22:58:05.548744+00:00,16,"{""is_historical"": [false, true]}",272
166,2025-03-13 23:19:24.906928+00:00,2255,"{""is_visible"": [true, false]}",282
167,2025-03-13 23:19:24.968429+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",283
168,2025-03-13 23:20:01.847472+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",284
169,2025-03-14 00:01:31.951780+00:00,2255,"{""is_visible"": [true, false]}",283
170,2025-03-14 00:01:32.510199+00:00,2255,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",285
171,2025-03-14 03:39:37.089443+00:00,1,"{""is_historical"": [false, true]}",284
172,2025-03-14 20:59:19.088877+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",290
173,2025-03-14 21:08:22.895935+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",291
174,2025-03-14 21:08:24.729361+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",292
175,2025-03-14 21:09:02.279124+00:00,16,"{""geo_event_id"": [null, 43769]}",291
176,2025-03-14 21:36:57.683212+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",293
177,2025-03-14 23:20:21.646367+00:00,16,"{""geo_event_id"": [null, 43769], ""approval_status"": [""pending"", ""approved""]}",295
178,2025-03-14 23:22:10.220611+00:00,16,"{""is_visible"": [true, false]}",291
179,2025-03-14 23:22:10.239238+00:00,16,"{""is_visible"": [false, true]}",295
180,2025-03-14 23:55:21.081849+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",297
181,2025-03-14 23:55:39.358108+00:00,16,"{""geo_event_id"": [null, 43769]}",297
182,2025-03-15 00:10:49.381413+00:00,16,"{""is_historical"": [false, true]}",262
183,2025-03-15 00:16:34.360211+00:00,3729,"{""is_visible"": [true, false]}",295
184,2025-03-15 00:40:25.889525+00:00,16,"{""is_historical"": [false, true]}",277
185,2025-03-15 00:44:52.928262+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",299
186,2025-03-15 00:45:08.129782+00:00,16,"{""geo_event_id"": [null, 43769]}",299
187,2025-03-15 01:06:59.921622+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",300
188,2025-03-15 01:07:19.257118+00:00,16,"{""geo_event_id"": [null, 43769]}",300
189,2025-03-15 01:08:33.387025+00:00,3729,"{""is_visible"": [true, false]}",297
190,2025-03-15 01:08:41.704561+00:00,3729,"{""is_visible"": [true, false]}",299
191,2025-03-15 02:30:43.789905+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",302
192,2025-03-15 02:31:23.219440+00:00,3729,"{""geo_event_id"": [null, 43769], ""approval_status"": [""pending"", ""approved""]}",301
193,2025-03-15 02:31:58.584419+00:00,3729,"{""geo_event_id"": [null, 43769]}",302
194,2025-03-15 02:32:16.004292+00:00,3729,"{""is_visible"": [true, false]}",300
195,2025-03-15 02:36:15.010781+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",304
196,2025-03-15 02:36:36.235425+00:00,16,"{""geo_event_id"": [null, 43778]}",304
197,2025-03-15 02:37:22.752680+00:00,16,"{""is_visible"": [true, false], ""approval_status"": [""approved"", ""pending""]}",304
198,2025-03-15 04:39:37.322358+00:00,1,"{""is_historical"": [false, true]}",293
199,2025-03-15 04:53:36.085632+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",305
200,2025-03-15 06:45:45.674381+00:00,16,"{""is_historical"": [false, true]}",292
201,2025-03-15 09:24:37.283553+00:00,1,"{""is_historical"": [false, true]}",305
202,2025-03-15 17:09:37.255960+00:00,1,"{""is_historical"": [false, true]}",267
203,2025-03-15 17:10:00.485657+00:00,1,"{""is_historical"": [true, false]}",267
204,2025-03-15 17:46:15.206117+00:00,27747,"{""is_historical"": [false, true]}",266
205,2025-03-15 17:46:31.270947+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",306
206,2025-03-15 19:02:00.731644+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",310
207,2025-03-15 20:04:13.514536+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",312
208,2025-03-15 21:14:33.569655+00:00,9,"{""is_visible"": [true, false]}",310
209,2025-03-15 21:14:33.614824+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",314
210,2025-03-15 22:36:18.993915+00:00,16,"{""is_visible"": [false, true], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",316
211,2025-03-15 23:22:20.171281+00:00,3729,"{""geo_event_id"": [null, 43769]}",303
212,2025-03-15 23:22:25.762856+00:00,3729,"{""geo_event_id"": [null, 43769]}",315
213,2025-03-15 23:24:39.796109+00:00,16,"{""is_visible"": [true, false]}",302
214,2025-03-15 23:24:39.843053+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",315
215,2025-03-15 23:36:18.453511+00:00,3729,"{""approval_status"": [""pending"", ""approved""]}",303
216,2025-03-16 01:35:24.379203+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",318
217,2025-03-16 01:35:28.772544+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",319
218,2025-03-16 01:35:32.090297+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",320
219,2025-03-16 03:20:18.288972+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",321
220,2025-03-16 03:20:48.873342+00:00,16,"{""geo_event_id"": [null, 43769]}",321
221,2025-03-16 12:13:01.711156+00:00,3729,"{""is_visible"": [true, false]}",315
222,2025-03-16 14:38:25.109805+00:00,3729,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",322
223,2025-03-16 16:44:55.530016+00:00,14094,"{""is_visible"": [false, true], ""is_historical"": [false, true], ""approval_status"": [""pending"", ""approved""]}",323
224,2025-03-16 16:51:35.000404+00:00,14094,"{""is_visible"": [true, false]}",312
225,2025-03-16 16:51:35.116652+00:00,14094,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",325
226,2025-03-16 17:52:06.958806+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",326
227,2025-03-16 18:53:57.314615+00:00,9,"{""is_visible"": [true, false]}",326
228,2025-03-16 18:53:57.425673+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",329
229,2025-03-16 19:30:38.747215+00:00,9,"{""is_historical"": [false, true]}",275
230,2025-03-16 20:48:31.176943+00:00,9,"{""is_visible"": [true, false]}",329
231,2025-03-16 20:48:31.190527+00:00,9,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",330
232,2025-03-16 21:58:21.399782+00:00,16,"{""is_visible"": [true, false]}",321
233,2025-03-16 21:58:21.526535+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",331
234,2025-03-16 23:26:49.947164+00:00,16,"{""is_visible"": [true, false]}",330
235,2025-03-16 23:26:49.965322+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",332
236,2025-03-16 23:37:31.339355+00:00,16,"{""is_visible"": [true, false]}",332
237,2025-03-16 23:37:31.431621+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",333
238,2025-03-16 23:51:54.805257+00:00,16,"{""approval_status"": [""pending"", ""rejected""]}",335
239,2025-03-16 23:52:04.169494+00:00,16,"{""is_visible"": [true, false]}",325
240,2025-03-16 23:52:04.318177+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",334
241,2025-03-17 00:17:58.726303+00:00,16,"{""is_visible"": [true, false]}",331
242,2025-03-17 00:17:58.753259+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",336
243,2025-03-17 00:18:03.531060+00:00,16,"{""is_visible"": [true, false]}",333
244,2025-03-17 00:18:04.350201+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",337
245,2025-03-17 00:33:44.189326+00:00,16,"{""is_visible"": [true, false]}",336
246,2025-03-17 00:33:44.266311+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",338
247,2025-03-17 00:56:36.989918+00:00,16,"{""approval_status"": [""pending"", ""rejected""]}",339
248,2025-03-17 00:56:41.028994+00:00,16,"{""is_visible"": [true, false]}",334
249,2025-03-17 00:56:41.093547+00:00,16,"{""is_visible"": [false, true], ""approval_status"": [""pending"", ""approved""]}",340
250,2025-03-17 01:09:37.455962+00:00,1,"{""is_historical"": [false, true]}",322
251,2025-03-17 01:25:19.384443+00:00,16,"{""is_visible"": [true, false]}",337
